,name,tweet,retweets,location,country,created,followers,is_user_verified,vader_sentiment
113,Nithbank,"Webinar tomorrow with @watchmesee talking about @ScotBiosphere &amp; how slow, responsible travel might emerge post #COVID__19 @DGEnvFair @st_alliance @ASSCnews  @VisitSWScotland @BandBassoc https://t.co/e9obqCk2dY https://t.co/VAd0UTfgdp https://t.co/ynJDiQo6YP",0,"Thornhill, Scotland",United Kingdom,30-May-2020,315,False,positive
114,EDiamond136,SATURDAY SPORT.......RODGERS  ‘GRATEFUL’ AFTER COVID-19 SCARE.....COPS BACKING FOR KLOPP TO LIFT TROPHY AT ANFIELD....GAA WON’T RUSH BACK .....UNDER STARTER’S ORDERS .....#BuyANewspaper #StayHomeThisWeekend https://t.co/R4lhjtRkQY,0,Ballymena,United Kingdom,30-May-2020,3121,False,positive
115,Nithbank,"@watchmesee @ScotBiosphere Looking forward to catching up tomorrow @watchmesee a great opportunity to talk about @ScotBiosphere &amp; how attitudes towards slow, responsible travel might emerge post #COVID__19 https://t.co/tE3uWwAWMz",0,"Thornhill, Scotland",United Kingdom,30-May-2020,315,False,positive
116,GlynBonser,@RichardBurgon Thats a low remark Richard! If people keep to social distancing and keep aware of the dangers of covid we should see no spike! Its up to the people of The UK to be responcible!,0,"Nottingham, England",United Kingdom,30-May-2020,52,False,negative
117,sylviacleaver,@FruitandVegGav @Shigufta1 @Gillylancs Good to hear Gav . Yes all ok in my house and my mother is getting better each day. I just wish the tests would hurry up so she can be declared covid free and get out of her bedroom. It’s been over 4 weeks now. She is amazing at 88 . She has been so well cared for 😍😍,0,Marton Blackpool,United Kingdom,30-May-2020,114,False,positive
118,EDiamond136,SATURDAY HEADLINES.....HALF ALL COVID DEATHS IN CARE HOMES.....COOL HEADS CALL AS ULSTER SIZZLES ....’YOU CAN TRAVEL...BUT PLEASE DON’T’......AMERICA ABLAZE.....ROCK OFF DICKIE.....#BuyANewspaper #WashYourHands https://t.co/l6PF6SYXSR,0,Ballymena,United Kingdom,30-May-2020,3121,False,positive
119,shemichellelly,"@johnredwood I keep asking that same question too, the mind boggles unless the doctors have got too used to putting covid 19 for every known death and contiue to do same",0,,United Kingdom,30-May-2020,106,False,negative
120,HelenatOakmead,Hopefully the uk will better prepared    when the next pandemic comes around and the government will act quicker and not be so worried about balancing measures with. compliance. If indeed that was the reason for measures being brought into force no quick enough. #covid1948 #covid https://t.co/5EsXRR66JZ,0,"Chippenham, England",United Kingdom,30-May-2020,353,False,positive
121,Gwynoro,Why did so many die in #CareHomes? https://t.co/HQDSzZQNwc,0,"Swansea, Wales",United Kingdom,30-May-2020,1460,False,negative
122,_cirrus_minor_,"💾 ⓈⓀⓎ ⓉⒺⒸⒽ 99% confident that coronavirus vaccine will work, says Chinese firm - https://t.co/4n4XHEjAgZ",0,"46.869100,103.848242",United Kingdom,30-May-2020,926,False,positive
123,CanaryGabriel,Yet another NHS Hero ❤  https://t.co/LAItHmSmeW,0,"Norfolk, UK",United Kingdom,30-May-2020,604,False,positive
124,BrexitLeave,"@toryboypierce We should have a joint UK response to Covid and not deal with it in this separate way, except when it comes to paying for it -of course.",0,"Wales, United Kingdom",United Kingdom,30-May-2020,40,False,neutral
125,leswoodhouse,"Covid-19 spreading too fast to lift lockdown in England – Sage advisers

https://t.co/0Kzx0C4nKz",0,Purewell Christchurch Dorset,United Kingdom,30-May-2020,446,False,neutral
126,mgvsmith,@LiverpoolDL @ptcpics @james_c_rocks @BorisJohnson That victory was on the back of a single issue and a slogan. The handling of Covid-19 has shown us Johnson and his cabinet cronies are inadequate. #NotMovingOn,0,Belfast NI,United Kingdom,30-May-2020,263,False,negative
127,sara_haughian,"@2351onthelist @Jackson_Carlaw Bury what! The HPS was alerted to confirmed COVID case on the 2nd March Wednesday 4 March, this case was confirmed in a Scottish Government press release, in line with standard reporting procedures for confirmed COVID-19 cases at the time. No cover up.",0,"Glasgow, Scotland",United Kingdom,30-May-2020,116,False,negative
128,LisaCheshireUK,@realDonaldTrump Trump badly handled the Covid crisis. Golfing whilst it took its strangle hold on America https://t.co/4rsjZxViqi,0,"England, United Kingdom",United Kingdom,30-May-2020,172,False,negative
129,stevemayman,What is the logic of keeping NI pupils out of school in June?  Infection rates are so low that those testing a vaccine may be forced to INFECT the healthy to create subjects for the experimental group. Why should schools remain closed throughout June? https://t.co/YUcn5Xj8S7,0,Northern Ireland,United Kingdom,30-May-2020,502,False,negative
130,PercysOrganic,Covid-19 spreading too fast to lift lockdown in England – Sage advisers https://t.co/OPpCOc6yU7,0,"Virginstow, Okehampton, Devon",United Kingdom,30-May-2020,10473,False,neutral
131,LakesWalksTalks,"To help all those in self isolation I aim to bring the outside in &amp; give some light relief from this unprecedented situation, stay safe &amp; I hope you enjoy the pics🤗😘Day 75”Weekend Wonder”🤩😎😍#LakeDistrict #lakedistrictuk #virtuallakes #lakedistrictnationalpark #covid_19 https://t.co/KBSrLjlw7d",1,The Lake District,United Kingdom,30-May-2020,6165,False,positive
132,Pairsonnalites,"Covid-19 Impact On Asia Pacific HIV Diagnostics Market to See Ongoing Evolution 2027 | Abbott ...: The global Asia Pacific HIV Diagnostics Market is segmented as per sort of product, ... Europe (Turkey, Germany, Russia UK, Italy, France, etc.). https://t.co/Sa5IKoWxVy",0,Americas | United Kingdom,United Kingdom,30-May-2020,4230,False,neutral
133,sara_haughian,@Gary5968J @darini001 @CathyMcRorie @Macnessie Not true that Scotland has the worst care home cases. And Nicola Sturgeon is covering nothing up. She's already said there will be a public inquiry into the handling of COVID quite confidently. UK gov will be the ones who faces tough questions.,0,"Glasgow, Scotland",United Kingdom,30-May-2020,116,False,positive
134,YatesLfc,"@KopiteD We won't that's Deffo fans would turn up outside Anfield to celebrate,Covid-19 ruined it really,we'll all celebrating on here then no.20 next season inevitably at Anfield mate👊 #YNWAThisMeansMore",0,"South Shore,Blackpool, England",United Kingdom,30-May-2020,2850,False,positive
135,chris_moyler,"@toryboypierce @BorisJohnson They knew!
Nursing Home in Ohio had 30 COVID cases
Everyone was put on HCQ
Nobody died!

https://t.co/Oyamg1pytp

80 Patients and Staff Members Come Down with Coronavirus at Texas Nursing Home– Hydroxychloroquine Treatment Saves All But 1 Patient
02May2020
https://t.co/srxYThxiVd",0,"Royal Tunbridge Wells, England",United Kingdom,30-May-2020,315,False,negative
136,chris_moyler,"@DVATW NHS suppressed the information that would have saved thousands of lives!
HCQ!!

Fauci knew about HCQ in 2005 - nobody needed to die
27Apr2020. Bryan Fischer
https://t.co/MBK8LUNGdS

evidence on hydroxychloroquine and azithromycin in treatment of COVID-19 
https://t.co/pgbdrvLqkC",0,"Royal Tunbridge Wells, England",United Kingdom,30-May-2020,315,False,negative
137,Tub_Thumperz,Did Hunter Blackford bring the Covid-19 pox to Sky? https://t.co/XuWSy6e9yo,0,"Kenilworth, England",United Kingdom,30-May-2020,552,False,neutral
138,JoshSmithSpears,America still has covid 19 and all these protests wlll massively increase the spread,0,"England, United Kingdom",United Kingdom,30-May-2020,1608,False,positive
139,YatesLfc,"@lfcmarvin Hi Marvin doing ok mate,waiting 4 new knee Op was due,wait is understandable NHS bed's needed Covid-19 more important Op's than mine back thanks for asking👍👊 hope you+yours well,trying to 'Out' 2previous accounts of mine,stole name+followers Quality not Quantity Red's wanted👊 https://t.co/qWhhnt3BmN",0,"South Shore,Blackpool, England",United Kingdom,30-May-2020,2850,False,positive
140,saifulislam777,.@pritipatel .@BorisJohnson the public is calling on you to scrap no recourse to public funds so people on short term visas can access vital support during the covid-19 outbreak - will you listen to us?  #coronavirus,0,london. uk,United Kingdom,30-May-2020,697,False,positive
141,OhioOmiunu,Looking forward to the follow-on 3-part webinar series focusing on salient issues arising from the just concluded https://t.co/syBl7P2Jut covid-19 symposium. We have an amazing line up of experts from across the world.@DMULawSchool @DMUresearch https://t.co/dUoy6lo3rY,3,"Leicester, England",United Kingdom,30-May-2020,579,False,positive
142,harangaman,@fras99 As if it wasn’t bad enough what the world could see happened. Trump threw petrol on the flames as a deflection from his handling of Covid and his clear racism 😞,0,,United Kingdom,30-May-2020,147,False,negative
143,plefevreprivate,Covid-19 spreading too fast to lift lockdown in England – Sage advisers - but Government has contrived a situation where it is happening anyway and is probably irreversible   https://t.co/neN36hGTTq,0,Dartmouth Park,United Kingdom,30-May-2020,244,False,negative
144,marina_wert,"#hignfy   ""Cummings had covid19 for about 10 days. 'It was a scary experience, I never want to go through anything like that again' said covid 19"".",1,"London, England",United Kingdom,30-May-2020,47,False,negative
145,claire626,"Not seen Mam in months. Can anyone guarantee me that if I take my son and OH on Monday she won’t get COVID-19 because I’ll lay a bet. 
Seriously. We’ve been nowhere in 9 weeks but if someone can guarantee Mam will be safe and I’ll ask @WilliamHill to take my bet. I’ll put £10 on.",0,South Yorkshire,United Kingdom,30-May-2020,496,False,positive
146,philsturgeon,"Thousands dying of COVID daily, police are drive-by pepper spraying all over the country, reporters arrested live, only ones standing up for the people are bus drivers, and the White House are pissmoaning @twitter for fact checking. #MAGA2020 https://t.co/HJB0VFyTHB",0,Europe,United Kingdom,30-May-2020,19530,False,negative
147,jameschalk163,Piers Morgan caused COVID-19 and ruined local businesses? https://t.co/M1ogy9FU0f,0,"Truro, England",United Kingdom,30-May-2020,77,False,negative
148,LisaNettleship,Really interesting article from King's Fund of the people &amp; culture elements to be considered as we enter the recovery phase of Covid-19.  What has been your organisations 'lived experience'? #reflection #learning #OurNHSPeople https://t.co/sQdx4nlKo1,0,UK,United Kingdom,30-May-2020,255,False,positive
149,lotus12282633,"@STabbytosavit @realDonaldTrump Now  drumpt  changes his  mind ,that china robbed America  for years and that china didn't  discuss  covid 19,  with  him,how the hell any normal  person  can trust drumpt,?? __ a compulsive liar.",0,,United Kingdom,30-May-2020,180,False,negative
150,matt_adlard,"@jpscott1972 @BeckettUnite Yes but as chart says not UK as whole, UK deaths from Covid in five months 271,222 cases, 
Deaths 38,161 Traffic deaths in 12 months 2018 using the chart dates, 1784 reported road deaths.

And immunity seems to hold for about six months according to sone research being looked at.",0,Nottingham,United Kingdom,30-May-2020,1226,False,positive
151,NikSpeller,Revised COVID infection rates for the 27th May show us back to where we less than a month ago... so tell me how this lockdown easing will help things again?,3,"London, England",United Kingdom,30-May-2020,4290,False,positive
152,paulinust,"#Monkeys steal Covid-19 test samples from health worker in India

https://t.co/2cZJyY6GwL",0,"London, UK",United Kingdom,30-May-2020,103,False,negative
153,matt_adlard,"@marieaubrac1 @BeckettUnite @georgegalloway It is a worry, spoke to someone who had family that went to a Covid party to get immunity based on herd immunity ideas they had all read about. Seems 27 people, of which 14 either from party or family who came into contact have either died, or left with other complications.",0,Nottingham,United Kingdom,30-May-2020,1226,False,negative
154,WaleWinters,"1) The First Wave

2) Covid 19: 1st Wave

3) Coronavirus, Diabetes, Sickle Cell

which title would best describe my covid journey?",0,𝙴𝟷𝟹 𝚡 𝚂𝙴𝟷𝟻,United Kingdom,30-May-2020,649,False,positive
155,queencoc0,Why the fuck are police officers continously stopping black men at an increasing rate since COVID-19. Ive seen 3 videos now where the reason was “theres drug activity in this area”. So because they’re black and outside they’re suspects. Its disgusting #UKlockdown,0,"London, England",United Kingdom,30-May-2020,299,False,negative
156,rubyreay,@piersmorgan It’s not true all these are not necessarily covid deaths ?,0,farnworth/lancashire,United Kingdom,30-May-2020,1267,False,negative
